Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
534-79-2056,C,Hyderabad,Normal,Male,Electronic accessories,99.69,1,4.9845,104.6745,2/27/2019,10:23:00,Cash,99.69,4.761904762,4.9845,8
883-69-1285,B,Mumbai,Member,Male,Food and beverages,49.92,2,4.992,104.832,3/6/2019,11:55:00,Cash,99.84,4.761904762,4.992,7
176-78-1170,C,Mumbai,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,1/26/2019,15:11:00,Cash,101.43,4.761904762,5.0715,7.3
152-03-4217,B,Mumbai,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,3/17/2019,11:55:00,Cash,101.52,4.761904762,5.076,4.3
756-01-7507,C,Hyderabad,Normal,Male,Health and beauty,20.38,5,5.095,106.995,1/22/2019,18:56:00,Cash,101.9,4.761904762,5.095,6
529-56-3974,B,Mumbai,Member,Male,Electronic accessories,25.51,4,5.102,107.142,3/9/2019,17:03:00,Cash,102.04,4.761904762,5.102,6.8
550-12-0305,B,Mumbai,Member,Male,Electronic accessories,25.51,4,5.102,107.142,03/09/19,17:03:00,Cash,102.04,4.761904762,5.102,6.8
641-43-2399,B,Mumbai,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23:00,Ewallet,102.2,4.761904762,5.11,5.7
977-16-8618,B,Hyderabad,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23:00,Ewallet,102.2,4.761904762,5.11,
132-23-6451,C,Delhi,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,1/4/2019,13:21:00,Cash,104.85,4.761904762,5.2425,7.8
821-14-9046,C,Mumbai,Member,Female,Fashion accessories,17.48,6,5.244,110.124,1/18/2019,15:04:00,Credit card,104.88,4.761904762,5.244,6.1
630-52-9213,A,Mumbai,Normal,Male,Food and beverages,17.48,6,5.244,110.124,1/18/2019,15:04:00,Credit card,104.88,4.761904762,5.244,6.1
378-24-2715,B,Mumbai,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,20:38:00,Cash,106.88,4.761904762,5.344,4.1
789-95-2164,C,Mumbai,Normal,Male,Food and beverages,53.44,2,5.344,112.224,1/20/2019,20:38:00,Cash,106.88,4.761904762,5.344,4.1
157-99-6349,A,Delhi,Member,Male,Sports and travel,27.04,4,5.408,113.568,1/1/2019,20:26:00,Ewallet,108.16,4.761904762,5.408,6.9
182-52-7000,C,Delhi,Member,Female,Sports and travel,27.04,4,5.408,113.568,1/1/2019,20:26:00,Ewallet,108.16,4.761904762,5.408,6.9
599-51-2147,A,Delhi,Normal,Female,Food and beverages,10.96,10,5.48,115.08,02/02/19,20:48:00,Ewallet,109.6,4.761904762,5.48,6
642-32-2990,A,Delhi,Normal,Male,Food and beverages,10.96,10,5.48,115.08,2/2/2019,20:48:00,Ewallet,109.6,4.761904762,5.48,6
687-92-6543,A,Delhi,Normal,Female,Food and beverages,10.96,10,5.48,115.08,02/02/19,20:48:00,Ewallet,109.6,4.761904762,5.48,
925-89-7173,A,Hyderabad,Normal,Male,Food and beverages,10.96,10,5.48,115.08,2/2/2019,20:48:00,Ewallet,109.6,4.761904762,5.48,
291-32-1427,B,Mumbai,Member,Male,Fashion accessories,21.94,5,5.485,115.185,3/5/2019,12:29:00,Cash,109.7,4.761904762,5.485,5.3
420-61-5021,A,Mumbai,Member,Male,Fashion accessories,21.94,5,5.485,115.185,3/5/2019,12:29:00,Ewallet,109.7,4.761904762,5.485,5.3
487-79-6868,B,Mumbai,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,3/26/2019,19:28:00,Credit card,110.61,4.761904762,5.5305,8
662-47-3616,B,Mumbai,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08:00,Ewallet,111.34,4.761904762,5.567,6
794-32-2436,C,Mumbai,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08:00,Cash,111.34,4.761904762,5.567,6
410-43-4981,B,Hyderabad,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08:00,Ewallet,111.34,4.761904762,5.567,
554-53-8700,C,Hyderabad,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,2/2/2019,10:11:00,Cash,112.22,4.761904762,5.611,6.3
356-44-8813,C,Mumbai,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45:00,Cash,112.44,4.761904762,5.622,7.7
466-31-7832,C,Mumbai,Normal,Male,Food and beverages,37.48,3,5.622,118.062,1/20/2019,13:45:00,Cash,112.44,4.761904762,5.622,7.7
243-47-2663,C,Hyderabad,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43:00,Credit card,112.62,4.761904762,5.631,5.5
365-54-4165,C,Hyderabad,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43:00,Cash,112.62,4.761904762,5.631,5.5
768-30-8447,C,Hyderabad,Member,Male,Food and beverages,18.77,6,5.631,118.251,1/28/2019,16:43:00,Cash,112.62,4.761904762,5.631,5.5
748-45-2862,A,Mumbai,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,3/7/2019,18:35:00,Cash,113.24,4.761904762,5.662,8.2
379-25-9843,B,Mumbai,Member,Male,Electronic accessories,18.93,6,5.679,119.259,02/10/19,12:45:00,Cash,113.58,4.761904762,5.679,8.1
669-54-1719,B,Mumbai,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2/10/2019,12:45:00,Credit card,113.58,4.761904762,5.679,8.1
109-63-8625,C,Mumbai,Member,Male,Food and beverages,18.93,6,5.679,119.259,02/10/19,12:45:00,Cash,113.58,4.761904762,5.679,8.1
424-44-8717,B,Hyderabad,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2/10/2019,12:45:00,Credit card,113.58,4.761904762,5.679,
848-07-1692,C,Mumbai,Normal,Female,Food and beverages,57.22,2,5.722,120.162,1/12/2019,17:13:00,Ewallet,114.44,4.761904762,5.722,8.3
606-80-4905,C,Hyderabad,Member,Male,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01:00,Credit card,114.9,4.761904762,5.745,6.8
271-27-6618,C,Hyderabad,Member,Male,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01:00,Credit card,114.9,4.761904762,5.745,
727-75-6477,C,Mumbai,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44:00,Cash,115.36,4.761904762,5.768,6.4
980-64-1997,A,Mumbai,Normal,Male,Food and beverages,28.84,4,5.768,121.128,3/29/2019,14:44:00,Cash,115.36,4.761904762,5.768,6.4
349-97-8902,C,Mumbai,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37:00,Cash,115.78,4.761904762,5.789,8.9
923-26-3621,B,Mumbai,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37:00,Ewallet,115.78,4.761904762,5.789,8.9
564-36-2229,C,Mumbai,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37:00,Cash,115.78,4.761904762,5.789,8.9
242-91-7588,C,Hyderabad,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57:00,Ewallet,115.8,4.761904762,5.79,7.5
266-76-6436,C,Hyderabad,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57:00,Ewallet,115.8,4.761904762,5.79,7.5
745-74-0715,A,Mumbai,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,3/10/2019,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8
874-49-5560,A,Mumbai,Normal,Male,Food and beverages,58.03,2,5.803,121.863,3/10/2019,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8
545-07-8534,C,Mumbai,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2/14/2019,12:42:00,Cash,116.64,4.761904762,5.832,6
583-41-4548,C,Hyderabad,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,11:36:00,Ewallet,116.69,4.761904762,5.8345,7.4
372-26-1506,C,Hyderabad,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,19:24:00,Cash,119.1,4.761904762,5.955,5.4
978-82-9042,A,Mumbai,Normal,Male,Food and beverages,23.82,5,5.955,125.055,1/28/2019,19:24:00,Ewallet,119.1,4.761904762,5.955,5.4
685-62-7155,C,Hyderabad,Normal,Female,Food and beverages,23.82,5,5.955,125.055,1/28/2019,19:24:00,Cash,119.1,4.761904762,5.955,5.4
448-81-5016,A,Delhi,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01:00,Cash,119.54,4.761904762,5.977,5.8
701-86-7377,C,Delhi,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01:00,Cash,119.54,4.761904762,5.977,5.8
536-49-8876,C,Mumbai,Normal,Male,Food and beverages,59.77,2,5.977,125.517,3/11/2019,12:01:00,Cash,119.54,4.761904762,5.977,5.8
396-90-2219,B,Mumbai,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6
705-26-5433,B,Mumbai,Normal,Male,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6
518-34-1041,C,Mumbai,Normal,Male,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6
339-38-9982,C,Mumbai,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,6.7
647-62-7278,B,Mumbai,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,6.7
972-77-4012,C,Mumbai,Member,Male,Food and beverages,59.86,2,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,6.7
312-46-1983,B,Hyderabad,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,
503-21-4385,B,Mumbai,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2/21/2019,12:40:00,Cash,119.73,4.761904762,5.9865,9.3
372-16-9929,C,Hyderabad,Member,Male,Sports and travel,17.14,7,5.999,125.979,1/16/2019,12:07:00,Cash,119.98,4.761904762,5.999,7.9
842-29-4695,C,Hyderabad,Member,Male,Sports and travel,17.14,7,5.999,125.979,1/16/2019,12:07:00,Credit card,119.98,4.761904762,5.999,7.9
945-13-7025,C,Hyderabad,Member,Male,Food and beverages,17.14,7,5.999,125.979,1/16/2019,12:07:00,Cash,119.98,4.761904762,5.999,7.9
148-82-2527,C,Hyderabad,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44:00,Cash,121.2,4.761904762,6.06,8.4
744-83-7588,A,Delhi,Normal,Male,Sports and travel,60.87,2,6.087,127.827,03/09/19,12:37:00,Ewallet,121.74,4.761904762,6.087,8.7
816-57-2053,C,Delhi,Normal,Male,Sports and travel,60.87,2,6.087,127.827,3/9/2019,12:37:00,Cash,121.74,4.761904762,6.087,8.7
261-12-8671,B,Mumbai,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,19:39:00,Credit card,121.92,4.761904762,6.096,4.9
929-56-2304,B,Mumbai,Normal,Male,Food and beverages,60.96,2,6.096,128.016,1/25/2019,19:39:00,Credit card,121.92,4.761904762,6.096,4.9
760-54-1821,C,Mumbai,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26:00,Cash,122.31,4.761904762,6.1155,5.8
760-53-9233,A,Mumbai,Member,Male,Fashion accessories,41.28,3,6.192,130.032,3/26/2019,18:37:00,Cash,123.84,4.761904762,6.192,8.5
560-30-5617,B,Mumbai,Normal,Male,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,18:27:00,Cash,123.85,4.761904762,6.1925,8.5
268-20-3585,C,Hyderabad,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2/4/2019,12:50:00,Ewallet,124.65,4.761904762,6.2325,6
482-19-4429,C,Hyderabad,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,1/20/2019,20:37:00,Ewallet,124.96,4.761904762,6.248,9.1
760-27-5490,C,Hyderabad,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,1/20/2019,20:37:00,Ewallet,124.96,4.761904762,6.248,9.1
101-81-4070,C,Mumbai,Member,Female,Health and beauty,62.82,2,6.282,131.922,1/17/2019,12:36:00,Cash,125.64,4.761904762,6.282,4.9
133-14-7229,C,Hyderabad,Normal,Male,Health and beauty,62.87,2,6.287,132.027,1/1/2019,11:43:00,Cash,125.74,4.761904762,6.287,5
102-06-2002,C,Mumbai,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,17:52:00,Cash,126.25,4.761904762,6.3125,6.1
776-94-7101,C,Hyderabad,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,17:52:00,Cash,126.25,4.761904762,6.3125,6.1
290-86-6355,C,Hyderabad,Normal,Male,Electronic accessories,63.22,2,6.322,132.762,01/01/19,15:51:00,Cash,126.44,4.761904762,6.322,8.5
556-97-7101,C,Hyderabad,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,1/1/2019,15:51:00,Cash,126.44,4.761904762,6.322,8.5
399-79-5787,A,Hyderabad,Normal,Male,Electronic accessories,63.22,2,6.322,132.762,01/01/19,15:51:00,Ewallet,126.44,4.761904762,6.322,8.5
830-58-2383,C,Mumbai,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26:00,Cash,127,4.761904762,6.35,8.6
435-73-8931,C,Hyderabad,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43:00,Cash,127.08,4.761904762,6.354,6.2
592-34-6155,C,Hyderabad,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43:00,Ewallet,127.08,4.761904762,6.354,6.2
603-52-4588,C,Hyderabad,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43:00,Cash,127.08,4.761904762,6.354,6.2
481-48-8213,B,Mumbai,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04:00,Credit card,127.54,4.761904762,6.377,6.6
596-42-3999,C,Mumbai,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04:00,Credit card,127.54,4.761904762,6.377,6.6
811-24-9153,C,Mumbai,Normal,Male,Food and beverages,18.22,7,6.377,133.917,3/10/2019,14:04:00,Credit card,127.54,4.761904762,6.377,
151-94-2797,B,Mumbai,Normal,Male,Sports and travel,42.97,3,6.4455,135.3555,02/03/19,11:46:00,Cash,128.91,4.761904762,6.4455,9.3
322-02-2271,C,Mumbai,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2/3/2019,11:46:00,Cash,128.91,4.761904762,6.4455,9.3
722-90-6691,C,Mumbai,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2/3/2019,11:46:00,Cash,128.91,4.761904762,6.4455,9.3
151-16-1484,A,Mumbai,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38:00,Ewallet,129,4.761904762,6.45,6.5
728-92-0311,A,Delhi,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38:00,Ewallet,129,4.761904762,6.45,6.5
746-54-5508,A,Mumbai,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48:00,Credit card,129.12,4.761904762,6.456,9.4
767-97-4650,C,Mumbai,Member,Female,Sports and travel,64.83,2,6.483,136.143,1/8/2019,11:59:00,Credit card,129.66,4.761904762,6.483,8
777-80-8729,B,Mumbai,Member,Male,Sports and travel,64.83,2,6.483,136.143,1/8/2019,11:59:00,Credit card,129.66,4.761904762,6.483,8
110-48-7033,B,Mumbai,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12:00,Cash,130.48,4.761904762,6.524,9
157-78-2667,C,Hyderabad,Member,Male,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46:00,Cash,131.3,4.761904762,6.565,6
200-16-5952,C,Mumbai,Member,Male,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46:00,Cash,131.3,4.761904762,6.565,6
700-81-1757,A,Delhi,Normal,Male,Electronic accessories,26.31,5,6.5775,138.1275,1/18/2019,20:59:00,Credit card,131.55,4.761904762,6.5775,8.8
893-92-0803,A,Mumbai,Normal,Male,Food and beverages,26.31,5,6.5775,138.1275,1/18/2019,20:59:00,Credit card,131.55,4.761904762,6.5775,8.8
744-09-5786,C,Mumbai,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,1/2/2019,18:50:00,Cash,132.06,4.761904762,6.603,7.6
921-23-8893,B,Mumbai,Normal,Male,Food and beverages,22.01,6,6.603,138.663,01/02/19,18:50:00,Cash,132.06,4.761904762,6.603,7.6
776-68-1096,B,Mumbai,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,3/18/2019,13:45:00,Credit card,132.36,4.761904762,6.618,7.9
399-69-4630,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23:00,Cash,133.26,4.761904762,6.663,8.6
428-80-8087,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,03/07/19,10:23:00,Cash,133.26,4.761904762,6.663,8.6
196-32-6798,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23:00,Cash,133.26,4.761904762,6.663,8.6
124-67-7661,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,03/07/19,10:23:00,Cash,133.26,4.761904762,6.663,8.6
301-11-9629,C,Delhi,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
318-59-2933,A,Delhi,Normal,Male,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
308-50-1652,A,Delhi,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
625-76-0714,A,Delhi,Normal,Male,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
150-89-8043,A,Mumbai,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,15:04:00,Cash,133.95,4.761904762,6.6975,6.2
400-45-1220,B,Mumbai,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06:00,Cash,135,4.761904762,6.75,4.8
930-12-9311,C,Mumbai,Normal,Male,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06:00,Cash,135,4.761904762,6.75,4.8
134-75-2619,C,Delhi,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51:00,Cash,135.24,4.761904762,6.762,6.9
192-91-2002,A,Delhi,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51:00,Cash,135.24,4.761904762,6.762,6.9
574-97-5784,A,Delhi,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2/17/2019,13:34:00,Credit card,136.14,4.761904762,6.807,7.2
788-21-5741,C,Delhi,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2/17/2019,13:34:00,Credit card,136.14,4.761904762,6.807,7.2
585-86-8361,A,Mumbai,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31:00,Credit card,136.4,4.761904762,6.82,8.6
894-48-5508,A,Mumbai,Normal,Male,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31:00,Credit card,136.4,4.761904762,6.82,8.6
247-32-1577,B,Mumbai,Normal,Male,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34:00,Credit card,137.13,4.761904762,6.8565,7.7
734-91-1155,C,Mumbai,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34:00,Cash,137.13,4.761904762,6.8565,7.7
357-74-7437,C,Hyderabad,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,03/10/19,17:38:00,Cash,137.22,4.761904762,6.861,6.5
453-12-7053,C,Hyderabad,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,3/10/2019,17:38:00,Credit card,137.22,4.761904762,6.861,6.5
168-31-9704,C,Hyderabad,Normal,Male,Food and beverages,45.74,3,6.861,144.081,03/10/19,17:38:00,Cash,137.22,4.761904762,6.861,6.5
499-15-2322,B,Mumbai,Normal,Male,Sports and travel,23.01,6,6.903,144.963,1/12/2019,16:45:00,Ewallet,138.06,4.761904762,6.903,7.9
751-15-6198,B,Mumbai,Normal,Male,Sports and travel,23.01,6,6.903,144.963,1/12/2019,16:45:00,Cash,138.06,4.761904762,6.903,7.9
286-75-7818,C,Mumbai,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,19:48:00,Cash,138.16,4.761904762,6.908,6.9
868-77-7172,B,Mumbai,Normal,Male,Food and beverages,69.08,2,6.908,145.068,1/31/2019,19:48:00,Credit card,138.16,4.761904762,6.908,6.9
438-66-9253,A,Mumbai,Normal,Male,Food and beverages,69.08,2,6.908,145.068,1/31/2019,19:48:00,Ewallet,138.16,4.761904762,6.908,6.9
116-20-5701,B,Mumbai,Member,Male,Sports and travel,23.08,6,6.924,145.404,1/24/2019,19:20:00,Ewallet,138.48,4.761904762,6.924,4.9
510-79-0415,C,Mumbai,Member,Female,Sports and travel,23.08,6,6.924,145.404,1/24/2019,19:20:00,Ewallet,138.48,4.761904762,6.924,4.9
595-94-9924,A,Mumbai,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,3/26/2019,20:21:00,Cash,138.65,4.761904762,6.9325,4.2
965-88-1267,A,Mumbai,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,3/26/2019,20:21:00,Cash,138.65,4.761904762,6.9325,
181-94-6432,C,Mumbai,Normal,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,19:05:00,Ewallet,138.66,4.761904762,6.933,9.7
620-02-2046,C,Hyderabad,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48:00,Cash,138.8,4.761904762,6.94,9
451-24-1825,C,Hyderabad,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48:00,Cash,138.8,4.761904762,6.94,
207-73-1363,C,Mumbai,Normal,Male,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12:15:00,Ewallet,139.02,4.761904762,6.951,8.1
656-16-1063,B,Mumbai,Normal,Male,Sports and travel,46.42,3,6.963,146.223,1/4/2019,13:24:00,Credit card,139.26,4.761904762,6.963,4.4
363-16-8216,B,Hyderabad,Normal,Male,Sports and travel,46.42,3,6.963,146.223,1/4/2019,13:24:00,Credit card,139.26,4.761904762,6.963,
695-51-0018,B,Mumbai,Normal,Male,Sports and travel,34.84,4,6.968,146.328,2/10/2019,18:36:00,Cash,139.36,4.761904762,6.968,7.4
356-45-4621,A,Delhi,Member,Male,Sports and travel,27.93,5,6.9825,146.6325,1/29/2019,15:48:00,Cash,139.65,4.761904762,6.9825,5.9
816-72-8853,C,Delhi,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,1/29/2019,15:48:00,Cash,139.65,4.761904762,6.9825,5.9
790-84-4083,C,Delhi,Member,Male,Food and beverages,27.93,5,6.9825,146.6325,1/29/2019,15:48:00,Cash,139.65,4.761904762,6.9825,5.9
423-64-4619,A,Mumbai,Normal,Female,Health and beauty,15.55,9,6.9975,146.9475,3/7/2019,13:12:00,Cash,139.95,4.761904762,6.9975,5
344-33-3154,C,Mumbai,Normal,Male,Health and beauty,15.55,9,6.9975,146.9475,3/7/2019,13:12:00,Cash,139.95,4.761904762,6.9975,5
334-64-2006,C,Delhi,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,14:22:00,Cash,140.64,4.761904762,7.032,9.6
526-48-8142,C,Delhi,Member,Female,Food and beverages,70.32,2,7.032,147.672,3/24/2019,14:22:00,Cash,140.64,4.761904762,7.032,9.6
249-55-8702,A,Delhi,Normal,Male,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14:00,Ewallet,140.76,4.761904762,7.038,6.4
459-50-7686,C,Delhi,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14:00,Ewallet,140.76,4.761904762,7.038,6.4
892-05-6689,C,Mumbai,Normal,Female,Food and beverages,28.32,5,7.08,148.68,3/11/2019,13:28:00,Ewallet,141.6,4.761904762,7.08,6.2
808-65-0703,C,Mumbai,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22:00,Credit card,141.88,4.761904762,7.094,6.9
715-20-1673,B,Mumbai,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,3/6/2019,20:57:00,Cash,141.9,4.761904762,7.095,9.4
922-90-2399,B,Mumbai,Normal,Male,Food and beverages,28.38,5,7.095,148.995,03/06/19,20:57:00,Cash,141.9,4.761904762,7.095,9.4
527-09-6272,A,Mumbai,Normal,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17:00,Credit card,142.25,4.761904762,7.1125,9.1
826-68-2017,A,Delhi,Member,Male,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17:00,Credit card,142.25,4.761904762,7.1125,9.1
166-75-6386,C,Hyderabad,Normal,Male,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58:00,Credit card,142.95,4.761904762,7.1475,9.5
633-09-3463,C,Mumbai,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58:00,Credit card,142.95,4.761904762,7.1475,9.5
955-35-4564,C,Hyderabad,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58:00,Credit card,142.95,4.761904762,7.1475,
373-14-0504,A,Mumbai,Member,Female,Sports and travel,71.63,2,7.163,150.423,2/12/2019,14:33:00,Cash,143.26,4.761904762,7.163,8.8
460-32-8446,A,Delhi,Member,Male,Sports and travel,71.63,2,7.163,150.423,02/12/19,14:33:00,Ewallet,143.26,4.761904762,7.163,8.8
596-85-7719,C,Mumbai,Member,Female,Food and beverages,71.63,2,7.163,150.423,2/12/2019,14:33:00,Cash,143.26,4.761904762,7.163,8.8
110-37-6551,C,Hyderabad,Normal,Male,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28:00,Cash,143.6,4.761904762,7.18,5.4
613-59-9758,C,Mumbai,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28:00,Cash,143.6,4.761904762,7.18,5.4
329-82-8993,C,Mumbai,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28:00,Cash,143.6,4.761904762,7.18,
198-66-9832,C,Mumbai,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,19:38:00,Cash,144.08,4.761904762,7.204,9.5
733-46-6542,B,Mumbai,Member,Male,Fashion accessories,72.04,2,7.204,151.284,02/04/19,19:38:00,Cash,144.08,4.761904762,7.204,9.5
378-07-7001,B,Mumbai,Normal,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,18:23:00,Cash,144.27,4.761904762,7.2135,7.8
752-18-3113,B,Mumbai,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,18:23:00,Credit card,144.27,4.761904762,7.2135,7.8
270-60-8045,C,Mumbai,Normal,Male,Food and beverages,48.09,3,7.2135,151.4835,2/10/2019,18:23:00,Cash,144.27,4.761904762,7.2135,7.8
